2013 area unit name,WGS84 longitude of a sample point in the area unit,WGS84 latitude of sample point
Ngauranga East,174.81444,-41.24252
Ngauranga East,174.82195,-41.24292
Ngauranga East,174.82001,-41.23765
Ngauranga East,174.80597,-41.23573
Ngauranga East,174.8145,-41.24818
Ngauranga East,174.82041,-41.23696
Ngauranga East,174.81969,-41.24307
Ngauranga East,174.82523,-41.23998
Ngauranga East,174.81461,-41.24405
Ngauranga East,174.81403,-41.24203
Ngauranga East,174.80962,-41.23983
Ngauranga East,174.82376,-41.2404
Ngauranga East,174.82084,-41.24335
Ngauranga East,174.81881,-41.24288
Ngauranga East,174.82438,-41.24117
Ngauranga East,174.82075,-41.24091
Ngauranga East,174.80573,-41.23779
Ngauranga East,174.81435,-41.23746
Ngauranga East,174.81497,-41.23792
Ngauranga East,174.80957,-41.23941
Ngauranga East,174.81771,-41.24275
Ngauranga East,174.81444,-41.24016
Ngauranga East,174.81478,-41.24397
Ngauranga East,174.81752,-41.24323
Ngauranga East,174.81646,-41.24627
Ngauranga East,174.81714,-41.24368
Ngauranga East,174.82317,-41.2374
Ngauranga East,174.82035,-41.24239
Ngauranga East,174.81888,-41.24304
Ngauranga East,174.81592,-41.24319
Ngauranga East,174.81267,-41.24234
Ngauranga East,174.81912,-41.24197
Ngauranga East,174.81012,-41.24157
Ngauranga East,174.82187,-41.24163
Ngauranga East,174.82174,-41.23537
Ngauranga East,174.82155,-41.24289
Ngauranga East,174.82519,-41.23907
Ngauranga East,174.81722,-41.24395
Ngauranga East,174.81823,-41.23863
Ngauranga East,174.82087,-41.23537
Ngauranga East,174.817,-41.23735
Ngauranga East,174.81407,-41.24647
Ngauranga East,174.80611,-41.23693
Ngauranga East,174.81747,-41.24351
Ngauranga East,174.82107,-41.23582
Ngauranga East,174.82535,-41.23985
Ngauranga East,174.8202,-41.23964
Ngauranga East,174.81661,-41.23896
Ngauranga East,174.8147,-41.23692
Ngauranga East,174.81728,-41.24025
Ngauranga East,174.82397,-41.23768
Ngauranga East,174.82015,-41.24052
Ngauranga East,174.80867,-41.23878
Ngauranga East,174.81824,-41.23887
Ngauranga East,174.81272,-41.24247
Ngauranga East,174.81335,-41.23969
Ngauranga East,174.81526,-41.24147
Ngauranga East,174.81877,-41.24223
Ngauranga East,174.80834,-41.23805
Ngauranga East,174.81672,-41.23977
Ngauranga East,174.82113,-41.23967
Ngauranga East,174.81776,-41.23648
Mitchelltown,174.75675,-41.29619
Mitchelltown,174.75226,-41.30013
Mitchelltown,174.75475,-41.29307
Mitchelltown,174.75598,-41.29664
Mitchelltown,174.76039,-41.29461
Mitchelltown,174.75251,-41.2994
Mitchelltown,174.75362,-41.29724
Mitchelltown,174.75802,-41.2943
Mitchelltown,174.75324,-41.29785
Mitchelltown,174.75904,-41.29622
Mitchelltown,174.75686,-41.29739
Mitchelltown,174.75703,-41.29441
Mitchelltown,174.75095,-41.30062
Mitchelltown,174.7532,-41.29452
Mitchelltown,174.75735,-41.29743
Mitchelltown,174.75466,-41.29259
Mitchelltown,174.75812,-41.29902
Mitchelltown,174.75878,-41.29636
Mitchelltown,174.75925,-41.2963
Mitchelltown,174.7568,-41.29564
Mitchelltown,174.75356,-41.29803
Mitchelltown,174.75625,-41.29493
Mitchelltown,174.75874,-41.29654
Mitchelltown,174.7606,-41.29596
Mitchelltown,174.7548,-41.29652
Mitchelltown,174.753,-41.29953
Mitchelltown,174.75139,-41.29796
Mitchelltown,174.75532,-41.29717
Mitchelltown,174.75401,-41.29662
Mitchelltown,174.75439,-41.29828
Mitchelltown,174.75659,-41.29518
Mitchelltown,174.75487,-41.29619
Mitchelltown,174.75843,-41.29797
Mitchelltown,174.75554,-41.29861
Mitchelltown,174.75228,-41.30046
Mitchelltown,174.75821,-41.2959
Mitchelltown,174.75605,-41.29587
Mitchelltown,174.75495,-41.29333
Mitchelltown,174.75357,-41.29399
Mitchelltown,174.75962,-41.29432
Mitchelltown,174.76069,-41.29524
Mitchelltown,174.75078,-41.30056
Mitchelltown,174.75926,-41.29628
Mitchelltown,174.75014,-41.29776
Mitchelltown,174.7576,-41.29512
Mitchelltown,174.75571,-41.29726
Mitchelltown,174.75816,-41.29624
Mitchelltown,174.75944,-41.29505
Mitchelltown,174.75875,-41.29771
Mitchelltown,174.75833,-41.297
Mitchelltown,174.75972,-41.29705
Mitchelltown,174.75294,-41.299
Mitchelltown,174.76106,-41.29328
Mitchelltown,174.75788,-41.29484
Mitchelltown,174.75592,-41.2966
Mitchelltown,174.75039,-41.29762
Mitchelltown,174.756,-41.29404
Mitchelltown,174.75119,-41.29976
Mitchelltown,174.75002,-41.29938
Mitchelltown,174.75952,-41.29415
Mitchelltown,174.75514,-41.29437
Mitchelltown,174.75954,-41.29569
Mitchelltown,174.7554,-41.29476
Mitchelltown,174.75489,-41.2952
Mitchelltown,174.75486,-41.29635
Mitchelltown,174.75751,-41.29784
Mitchelltown,174.75726,-41.29432
Mitchelltown,174.75957,-41.29603
Mitchelltown,174.75825,-41.29471
Mitchelltown,174.75625,-41.29828
Mitchelltown,174.75133,-41.29885
Mitchelltown,174.75756,-41.29602
Mitchelltown,174.75099,-41.29833
Mitchelltown,174.75414,-41.29509
Mitchelltown,174.75825,-41.2963
Mitchelltown,174.7552,-41.29846
Mitchelltown,174.75252,-41.30076
Mitchelltown,174.752,-41.29744
Mitchelltown,174.7591,-41.29803
Mitchelltown,174.75686,-41.29866
Mitchelltown,174.75792,-41.29704
Mitchelltown,174.75162,-41.30033
Mitchelltown,174.7614,-41.29417
Mitchelltown,174.7535,-41.29621
Mitchelltown,174.75952,-41.29683
Mitchelltown,174.75444,-41.29733
Mitchelltown,174.75501,-41.29819
Mitchelltown,174.75983,-41.29629
Mitchelltown,174.75422,-41.29586
Mitchelltown,174.75237,-41.2977
Mitchelltown,174.75391,-41.29716
Mitchelltown,174.75132,-41.29805
Mitchelltown,174.75223,-41.29631
Mitchelltown,174.75592,-41.29662
Mitchelltown,174.75773,-41.29525
Mitchelltown,174.76026,-41.29356
Mitchelltown,174.7532,-41.29869
Mitchelltown,174.75078,-41.29846
Mitchelltown,174.75355,-41.29763
Mitchelltown,174.75587,-41.29494
Johnsonville Central,174.80082,-41.22068
Johnsonville Central,174.79748,-41.2202
Johnsonville Central,174.79381,-41.21732
Johnsonville Central,174.7979,-41.2165
Johnsonville Central,174.79547,-41.22103
Johnsonville Central,174.79363,-41.2188
Johnsonville Central,174.79554,-41.2161
Johnsonville Central,174.79496,-41.21939
Johnsonville Central,174.80474,-41.22583
Johnsonville Central,174.79562,-41.22021
Johnsonville Central,174.79514,-41.21758
Johnsonville Central,174.80417,-41.22311
Johnsonville Central,174.80816,-41.22436
Johnsonville Central,174.80089,-41.22621
Johnsonville Central,174.80074,-41.21982
Johnsonville Central,174.79981,-41.2237
Johnsonville Central,174.80071,-41.22613
Johnsonville Central,174.80803,-41.22685
Johnsonville Central,174.80339,-41.21993
Johnsonville Central,174.80062,-41.22649
Johnsonville Central,174.80696,-41.22157
Johnsonville Central,174.80413,-41.22833
Johnsonville Central,174.79893,-41.21724
Johnsonville Central,174.79688,-41.21962
Johnsonville Central,174.7961,-41.22214
Johnsonville Central,174.79479,-41.2192
Johnsonville Central,174.79743,-41.21749
Johnsonville Central,174.79209,-41.21726
Johnsonville Central,174.7985,-41.21962
Johnsonville Central,174.79999,-41.22164
Johnsonville Central,174.80065,-41.22347
Johnsonville Central,174.80329,-41.21972
Johnsonville Central,174.80317,-41.22548
Johnsonville Central,174.79433,-41.21597
Johnsonville Central,174.79453,-41.21914
Johnsonville Central,174.79322,-41.21896
Johnsonville Central,174.80809,-41.22288
Johnsonville Central,174.8042,-41.22972
Johnsonville Central,174.8053,-41.22834
Johnsonville Central,174.80574,-41.2211
Johnsonville Central,174.80061,-41.21997
Johnsonville Central,174.80485,-41.22721
Johnsonville Central,174.80378,-41.22621
Johnsonville Central,174.79695,-41.2211
Johnsonville Central,174.80175,-41.21999
Johnsonville Central,174.79521,-41.21733
Johnsonville Central,174.79596,-41.21576
Johnsonville Central,174.80313,-41.22415
Johnsonville Central,174.80126,-41.22413
Johnsonville Central,174.80004,-41.22091
Johnsonville Central,174.80582,-41.22404
Johnsonville Central,174.80761,-41.2207
Johnsonville Central,174.80565,-41.22025
Johnsonville Central,174.80345,-41.22849
Johnsonville Central,174.8061,-41.22451
Johnsonville Central,174.80529,-41.22109
Johnsonville Central,174.79083,-41.21739
Johnsonville Central,174.79518,-41.21385
Johnsonville Central,174.79027,-41.21662
Johnsonville Central,174.79218,-41.21871
Johnsonville Central,174.7984,-41.22108
Johnsonville Central,174.80603,-41.22463
Johnsonville Central,174.79916,-41.2233
Johnsonville Central,174.80003,-41.22042
Johnsonville Central,174.80016,-41.22197
Johnsonville Central,174.80006,-41.22237
Johnsonville Central,174.79774,-41.22132
Johnsonville Central,174.80046,-41.22241
Johnsonville Central,174.80809,-41.22482
Johnsonville Central,174.796,-41.2168
Johnsonville Central,174.8014,-41.22574
Johnsonville Central,174.79567,-41.22021
Johnsonville Central,174.80546,-41.22226
Johnsonville Central,174.80688,-41.22691
Johnsonville Central,174.80382,-41.22388
Johnsonville Central,174.79771,-41.22321
Johnsonville Central,174.80441,-41.22413
Johnsonville Central,174.79906,-41.22307
Johnsonville Central,174.80242,-41.22346
Johnsonville Central,174.80276,-41.22144
Johnsonville Central,174.79351,-41.21915
Johnsonville Central,174.80255,-41.22593
Johnsonville Central,174.79919,-41.21931
Johnsonville Central,174.80528,-41.22831
Johnsonville Central,174.79634,-41.2184
Johnsonville Central,174.80059,-41.22231
Johnsonville Central,174.79776,-41.21782
Johnsonville Central,174.79443,-41.21421
Johnsonville Central,174.79907,-41.22375
Johnsonville Central,174.79559,-41.21902
Johnsonville Central,174.79803,-41.21733
Johnsonville Central,174.79042,-41.21645
Johnsonville Central,174.7971,-41.21873
Johnsonville Central,174.79837,-41.22298
Johnsonville Central,174.79235,-41.21611
Johnsonville Central,174.80372,-41.22249
Johnsonville Central,174.80436,-41.22804
Johnsonville Central,174.79541,-41.21616
Johnsonville Central,174.80553,-41.22876
Johnsonville Central,174.79846,-41.22197
Tawhai,174.98951,-41.1609
Tawhai,174.99186,-41.17279
Tawhai,175.01184,-41.17826
Tawhai,175.01444,-41.17924
Tawhai,174.99821,-41.18022
Tawhai,174.99411,-41.16328
Tawhai,175.00857,-41.18148
Tawhai,175.01219,-41.18366
Tawhai,175.00047,-41.18187
Tawhai,174.98682,-41.15964
Tawhai,174.98877,-41.15342
Tawhai,174.98515,-41.16027
Tawhai,174.98464,-41.15872
Tawhai,174.98478,-41.16992
Tawhai,174.99339,-41.18512
Tawhai,174.99011,-41.18056
Tawhai,175.00011,-41.16451
Tawhai,174.99624,-41.17407
Tawhai,174.98899,-41.16098
Tawhai,174.99732,-41.15803
Tawhai,175.0145,-41.17848
Tawhai,175.01693,-41.18098
Tawhai,175.00158,-41.17028
Tawhai,174.99829,-41.18647
Tawhai,174.98882,-41.17775
Tawhai,174.99119,-41.17739
Tawhai,174.99495,-41.15801
Tawhai,174.99719,-41.17811
Tawhai,174.98417,-41.1677
Tawhai,174.99371,-41.17914
Tawhai,175.0109,-41.1818
Tawhai,174.99876,-41.18207
Tawhai,175.01428,-41.18126
Tawhai,174.99249,-41.17419
Tawhai,175.00175,-41.18162
Tawhai,174.98988,-41.15204
Tawhai,174.99033,-41.16713
Tawhai,174.99417,-41.15993
Tawhai,175.01686,-41.18063
Tawhai,174.99772,-41.16092
Tawhai,175.00931,-41.18395
Tawhai,175.00152,-41.18213
Tawhai,174.99811,-41.16221
Tawhai,174.99128,-41.17091
Tawhai,174.99515,-41.15708
Tawhai,175.01214,-41.18455
Tawhai,174.99303,-41.16361
Tawhai,174.99054,-41.18107
Tawhai,174.99662,-41.16948
Tawhai,174.99124,-41.15111
Tawhai,175.00992,-41.18088
Tawhai,175.00919,-41.18252
Tawhai,174.99349,-41.17962
Tawhai,174.98945,-41.17033
Tawhai,175.01005,-41.17895
Tawhai,174.99973,-41.18368
Tawhai,174.99617,-41.18017
Tawhai,174.99266,-41.18321
Tawhai,174.9975,-41.15567
Tawhai,174.98989,-41.16387
Tawhai,174.99554,-41.17761
Tawhai,174.99794,-41.17055
Tawhai,175.002,-41.1606
Tawhai,174.99731,-41.18197
Tawhai,175.00031,-41.16515
Tawhai,174.9988,-41.18168
Tawhai,174.9834,-41.17386
Tawhai,175.00904,-41.1783
Tawhai,174.98667,-41.16525
Tawhai,175.00813,-41.17729
Tawhai,174.99319,-41.17617
Tawhai,175.00437,-41.18303
Tawhai,174.99732,-41.15546
Tawhai,175.01641,-41.18294
Tawhai,175.00128,-41.16326
Tawhai,175.00115,-41.17563
Tawhai,174.99475,-41.17664
Tawhai,174.98687,-41.1611
Tawhai,175.00705,-41.18342
Tawhai,174.9919,-41.16158
Tawhai,174.99386,-41.18067
Tawhai,174.99327,-41.16641
Tawhai,174.99117,-41.1713
Tawhai,175.01466,-41.18231
Tawhai,174.99681,-41.18183
Tawhai,174.99676,-41.17169
Tawhai,174.99516,-41.17668
Tawhai,174.99196,-41.15508
Tawhai,174.99551,-41.18084
Tawhai,175.00169,-41.18073
Tawhai,174.99168,-41.16309
Tawhai,174.99042,-41.15367
Tawhai,175.00466,-41.17587
Tawhai,174.98974,-41.15102
Tawhai,174.98963,-41.15406
Tawhai,175.00311,-41.17731
Tawhai,175.00052,-41.18159
Tawhai,174.99774,-41.17007
Tawhai,174.9982,-41.16552
Tawhai,174.98929,-41.17596
Haywards-Manor Park,174.9763,-41.15558
Haywards-Manor Park,174.96207,-41.14873
Haywards-Manor Park,174.97215,-41.14283
Haywards-Manor Park,174.97084,-41.16477
Haywards-Manor Park,174.98534,-41.14609
Haywards-Manor Park,174.97175,-41.15167
Haywards-Manor Park,174.97397,-41.15379
Haywards-Manor Park,174.97366,-41.14737
Haywards-Manor Park,174.99189,-41.14544
Haywards-Manor Park,174.97523,-41.14486
Haywards-Manor Park,174.9788,-41.14616
Haywards-Manor Park,174.95876,-41.14797
Haywards-Manor Park,174.96633,-41.15298
Haywards-Manor Park,174.98373,-41.14438
Haywards-Manor Park,174.96794,-41.146
Haywards-Manor Park,174.98076,-41.14814
Haywards-Manor Park,174.97344,-41.14481
Haywards-Manor Park,174.97609,-41.13801
Haywards-Manor Park,174.97244,-41.15494
Haywards-Manor Park,174.97378,-41.15711
Haywards-Manor Park,174.9747,-41.15616
Haywards-Manor Park,174.98196,-41.15715
Haywards-Manor Park,174.98529,-41.1467
Haywards-Manor Park,174.99023,-41.14651
Haywards-Manor Park,174.97687,-41.15023
Haywards-Manor Park,174.97671,-41.13899
Haywards-Manor Park,174.97305,-41.15914
Haywards-Manor Park,174.98082,-41.15936
Haywards-Manor Park,174.98407,-41.14806
Haywards-Manor Park,174.98648,-41.15138
Haywards-Manor Park,174.9846,-41.15509
Haywards-Manor Park,174.98198,-41.1429
Haywards-Manor Park,174.96694,-41.16499
Haywards-Manor Park,174.99055,-41.14921
Haywards-Manor Park,174.9727,-41.15205
Haywards-Manor Park,174.96873,-41.1529
Haywards-Manor Park,174.97335,-41.14228
Haywards-Manor Park,174.9786,-41.13868
Haywards-Manor Park,174.96354,-41.15197
Haywards-Manor Park,174.96787,-41.157
Haywards-Manor Park,174.97681,-41.14872
Haywards-Manor Park,174.97128,-41.15332
Haywards-Manor Park,174.97331,-41.16222
Haywards-Manor Park,174.95713,-41.14786
Haywards-Manor Park,174.98269,-41.15075
Haywards-Manor Park,174.97267,-41.14509
Haywards-Manor Park,174.98765,-41.14819
Haywards-Manor Park,174.99369,-41.14743
Haywards-Manor Park,174.96849,-41.14908
Haywards-Manor Park,174.97979,-41.14885
Haywards-Manor Park,174.95144,-41.14545
Haywards-Manor Park,174.95429,-41.14629
Haywards-Manor Park,174.97919,-41.14842
Haywards-Manor Park,174.98357,-41.14677
Haywards-Manor Park,174.99056,-41.14927
Haywards-Manor Park,174.96873,-41.16192
Haywards-Manor Park,174.97105,-41.16203
Haywards-Manor Park,174.96694,-41.15248
Haywards-Manor Park,174.98255,-41.14782
Haywards-Manor Park,174.97876,-41.13855
Haywards-Manor Park,174.98218,-41.14142
Haywards-Manor Park,174.99203,-41.1438
Haywards-Manor Park,174.97096,-41.16473
Haywards-Manor Park,174.96634,-41.15206
Haywards-Manor Park,174.9663,-41.16408
Haywards-Manor Park,174.98081,-41.14348
Haywards-Manor Park,174.98466,-41.15353
Haywards-Manor Park,174.97927,-41.15271
Haywards-Manor Park,174.98168,-41.15108
Haywards-Manor Park,174.9659,-41.14831
Haywards-Manor Park,174.97954,-41.15901
Haywards-Manor Park,174.99512,-41.14695
Haywards-Manor Park,174.97594,-41.13501
Haywards-Manor Park,174.97269,-41.16262
Haywards-Manor Park,174.97402,-41.15073
Haywards-Manor Park,174.96968,-41.15652
Haywards-Manor Park,174.98147,-41.14945
Haywards-Manor Park,174.96928,-41.14635
Haywards-Manor Park,174.96984,-41.16314
Haywards-Manor Park,174.96578,-41.15249
Haywards-Manor Park,174.97456,-41.15768
Haywards-Manor Park,174.97365,-41.14799
Haywards-Manor Park,174.96022,-41.14996
Haywards-Manor Park,174.97922,-41.143
Haywards-Manor Park,174.98271,-41.15235
Haywards-Manor Park,174.9811,-41.14088
Haywards-Manor Park,174.96665,-41.16526
Haywards-Manor Park,174.9772,-41.13964
Haywards-Manor Park,174.98114,-41.14107
Haywards-Manor Park,174.98505,-41.15358
Haywards-Manor Park,174.96936,-41.15537
Haywards-Manor Park,174.97383,-41.15136
Haywards-Manor Park,174.97854,-41.15037
Haywards-Manor Park,174.95832,-41.14701
Haywards-Manor Park,174.97596,-41.15192
Haywards-Manor Park,174.96746,-41.14762
Haywards-Manor Park,174.97386,-41.14366
Haywards-Manor Park,174.97865,-41.13846
Haywards-Manor Park,174.95188,-41.1463
Haywards-Manor Park,174.97761,-41.14502
Seatoun Tunnel West,174.81991,-41.32458
Seatoun Tunnel West,174.81949,-41.32374
Seatoun Tunnel West,174.81901,-41.32389
Seatoun Tunnel West,174.82134,-41.32182
Seatoun Tunnel West,174.82501,-41.32421
Seatoun Tunnel West,174.82355,-41.32171
Seatoun Tunnel West,174.82436,-41.32332
Seatoun Tunnel West,174.82061,-41.322
Seatoun Tunnel West,174.82331,-41.32203
Seatoun Tunnel West,174.81861,-41.32477
Seatoun Tunnel West,174.81932,-41.32446
Seatoun Tunnel West,174.82667,-41.32412
Seatoun Tunnel West,174.8231,-41.32188
Seatoun Tunnel West,174.82006,-41.32443
Seatoun Tunnel West,174.82042,-41.32236
Seatoun Tunnel West,174.82511,-41.32381
Seatoun Tunnel West,174.82348,-41.32302
Seatoun Tunnel West,174.82001,-41.32425
Seatoun Tunnel West,174.8219,-41.32276
Seatoun Tunnel West,174.82497,-41.32286
Seatoun Tunnel West,174.82335,-41.3229
Seatoun Tunnel West,174.82198,-41.32257
Seatoun Tunnel West,174.82407,-41.3221
Seatoun Tunnel West,174.8223,-41.32132
Seatoun Tunnel West,174.82083,-41.32173
Seatoun Tunnel West,174.82255,-41.32278
Seatoun Tunnel West,174.82541,-41.32356
Seatoun Tunnel West,174.8238,-41.32318
Seatoun Tunnel West,174.82638,-41.32322
Seatoun Tunnel West,174.82638,-41.32409
Seatoun Tunnel West,174.82271,-41.32217
Seatoun Tunnel West,174.82247,-41.32363
Seatoun Tunnel West,174.82512,-41.32405
Seatoun Tunnel West,174.81845,-41.32501
Seatoun Tunnel West,174.82378,-41.32207
Seatoun Tunnel West,174.8225,-41.32182
Seatoun Tunnel West,174.82534,-41.32403
Seatoun Tunnel West,174.82054,-41.32429
Seatoun Tunnel West,174.82045,-41.32186
Seatoun Tunnel West,174.82428,-41.32226
Seatoun Tunnel West,174.82242,-41.32252
Seatoun Tunnel West,174.8237,-41.32178
Seatoun Tunnel West,174.82349,-41.32258
Seatoun Tunnel West,174.82255,-41.32179
Seatoun Tunnel West,174.82165,-41.32387
Seatoun Tunnel West,174.82208,-41.32323
Seatoun Tunnel West,174.82408,-41.32266
Seatoun Tunnel West,174.82371,-41.32127
Seatoun Tunnel West,174.82065,-41.32424
Seatoun Tunnel West,174.82059,-41.32192
Seatoun Tunnel West,174.82627,-41.32431
Seatoun Tunnel West,174.8207,-41.32428
Seatoun Tunnel West,174.8241,-41.32258
Seatoun Tunnel West,174.81889,-41.32416
Seatoun Tunnel West,174.82613,-41.3239
Seatoun Tunnel West,174.8241,-41.32329
Seatoun Tunnel West,174.82534,-41.32421
Seatoun Tunnel West,174.82119,-41.32278
Seatoun Tunnel West,174.8217,-41.32181
Seatoun Tunnel West,174.82566,-41.3235
Seatoun Tunnel West,174.82207,-41.32284
Seatoun Tunnel West,174.82061,-41.32392
Seatoun Tunnel West,174.82238,-41.32164
Seatoun Tunnel West,174.82135,-41.32414
Seatoun Tunnel West,174.82189,-41.32147
Seatoun Tunnel West,174.82392,-41.32252
Seatoun Tunnel West,174.82258,-41.32301
Seatoun Tunnel West,174.82613,-41.32434
Seatoun Tunnel West,174.82655,-41.32398
Seatoun Tunnel West,174.82431,-41.32205
Seatoun Tunnel West,174.82235,-41.32398
Seatoun Tunnel West,174.81874,-41.324
Seatoun Tunnel West,174.81934,-41.32482
Seatoun Tunnel West,174.81925,-41.32378
Seatoun Tunnel West,174.82328,-41.32217
Seatoun Tunnel West,174.82117,-41.32232
Seatoun Tunnel West,174.82445,-41.32221
Seatoun Tunnel West,174.82392,-41.32302
Seatoun Tunnel West,174.82418,-41.32272
Seatoun Tunnel West,174.8237,-41.32273
Seatoun Tunnel West,174.82086,-41.32311
Seatoun Tunnel West,174.82093,-41.32358
Seatoun Tunnel West,174.82484,-41.3228
Seatoun Tunnel West,174.82341,-41.32209
Seatoun Tunnel West,174.82343,-41.3216
Seatoun Tunnel West,174.82285,-41.32283
Seatoun Tunnel West,174.82304,-41.3212
Seatoun Tunnel West,174.82292,-41.32199
Seatoun Tunnel West,174.82103,-41.32367
Seatoun Tunnel West,174.82621,-41.32365
Seatoun Tunnel West,174.81987,-41.32355
Seatoun Tunnel West,174.82465,-41.32184
Seatoun Tunnel West,174.82681,-41.32399
Seatoun Tunnel West,174.82568,-41.32323
Seatoun Tunnel West,174.82172,-41.32394
Seatoun Tunnel West,174.81959,-41.32445
Seatoun Tunnel West,174.82131,-41.32225
