2013 area unit name,WGS84 longitude of a sample point in the area unit,WGS84 latitude of sample point
Avondale South,174.7087,-36.91635
Avondale South,174.69528,-36.91562
Avondale South,174.69876,-36.91876
Avondale South,174.69168,-36.91024
Avondale South,174.70263,-36.91509
Avondale South,174.69798,-36.91788
Avondale South,174.69842,-36.91495
Avondale South,174.7,-36.91446
Avondale South,174.70661,-36.91536
Avondale South,174.69304,-36.90818
Avondale South,174.69781,-36.91734
Avondale South,174.69712,-36.91473
Avondale South,174.69536,-36.91047
Avondale South,174.69244,-36.91365
Avondale South,174.70066,-36.91666
Avondale South,174.71222,-36.91623
Avondale South,174.70402,-36.91581
Avondale South,174.69512,-36.91532
Avondale South,174.69716,-36.9158
Avondale South,174.69299,-36.90928
Avondale South,174.69965,-36.91843
Avondale South,174.69092,-36.91177
Avondale South,174.69313,-36.91375
Avondale South,174.69342,-36.91345
Avondale South,174.71182,-36.91622
Avondale South,174.69578,-36.91203
Avondale South,174.70202,-36.91113
Avondale South,174.70239,-36.91247
Avondale South,174.69549,-36.9165
Avondale South,174.69836,-36.91265
Avondale South,174.69638,-36.91397
Avondale South,174.69541,-36.91309
Avondale South,174.69213,-36.91325
Avondale South,174.69238,-36.90922
Avondale South,174.71551,-36.9146
Avondale South,174.69539,-36.91107
Avondale South,174.70169,-36.9179
Avondale South,174.6924,-36.91036
Avondale South,174.70315,-36.91255
Avondale South,174.70341,-36.91354
Avondale South,174.6982,-36.91368
Avondale South,174.70425,-36.91345
Avondale South,174.69383,-36.91848
Avondale South,174.69292,-36.91871
Avondale South,174.6989,-36.91612
Avondale South,174.69285,-36.91825
Avondale South,174.7069,-36.91355
Avondale South,174.70264,-36.91604
Avondale South,174.70296,-36.91437
Avondale South,174.70031,-36.9166
Avondale South,174.70462,-36.91356
Avondale South,174.70458,-36.91576
Avondale South,174.69394,-36.91281
Avondale South,174.70283,-36.9163
Avondale South,174.71474,-36.91528
Avondale South,174.70858,-36.9144
Avondale South,174.69886,-36.91711
Avondale South,174.69387,-36.91059
Avondale South,174.69724,-36.91602
Avondale South,174.71246,-36.91447
Avondale South,174.70619,-36.91481
Avondale South,174.70028,-36.91726
Avondale South,174.69781,-36.91288
Avondale South,174.70104,-36.91832
Avondale South,174.6935,-36.91505
Avondale South,174.69358,-36.91301
Avondale South,174.70408,-36.91617
Avondale South,174.69375,-36.9169
Avondale South,174.70358,-36.91691
Avondale South,174.7,-36.91281
Avondale South,174.71516,-36.91612
Avondale South,174.70062,-36.91594
Avondale South,174.69328,-36.91584
Avondale South,174.70866,-36.91572
Avondale South,174.71237,-36.91411
Avondale South,174.69777,-36.91457
Avondale South,174.69857,-36.91757
Avondale South,174.69617,-36.91033
Avondale South,174.7103,-36.91414
Avondale South,174.69738,-36.91304
Avondale South,174.69994,-36.91562
Avondale South,174.70273,-36.91366
Avondale South,174.70636,-36.91598
Avondale South,174.70993,-36.91401
Avondale South,174.69921,-36.91577
Avondale South,174.71541,-36.91364
Avondale South,174.69534,-36.9181
Avondale South,174.69918,-36.91163
Avondale South,174.69566,-36.91477
Avondale South,174.69788,-36.91506
Avondale South,174.6958,-36.9107
Avondale South,174.71401,-36.91336
Avondale South,174.70389,-36.91352
Avondale South,174.71262,-36.91656
Avondale South,174.70234,-36.91819
Avondale South,174.69731,-36.91392
Avondale South,174.69624,-36.91071
Birkdale North,174.70434,-36.79256
Birkdale North,174.70461,-36.79024
Birkdale North,174.70429,-36.7898
Birkdale North,174.6963,-36.79534
Birkdale North,174.70162,-36.78592
Birkdale North,174.69737,-36.79141
Birkdale North,174.69663,-36.7943
Birkdale North,174.69639,-36.79429
Birkdale North,174.69918,-36.78711
Birkdale North,174.69992,-36.79726
Birkdale North,174.6996,-36.79039
Birkdale North,174.70149,-36.78912
Birkdale North,174.70421,-36.78905
Birkdale North,174.70426,-36.7933
Birkdale North,174.69964,-36.78596
Birkdale North,174.69756,-36.78947
Birkdale North,174.70276,-36.79008
Birkdale North,174.69971,-36.78808
Birkdale North,174.70276,-36.7869
Birkdale North,174.7034,-36.78695
Birkdale North,174.69966,-36.79425
Birkdale North,174.69764,-36.7962
Birkdale North,174.6966,-36.79931
Birkdale North,174.70474,-36.7934
Birkdale North,174.69999,-36.79512
Birkdale North,174.6983,-36.78861
Birkdale North,174.70401,-36.79237
Birkdale North,174.6991,-36.78986
Birkdale North,174.70029,-36.79733
Birkdale North,174.6998,-36.79283
Birkdale North,174.69733,-36.78696
Birkdale North,174.70142,-36.78619
Birkdale North,174.69749,-36.79045
Birkdale North,174.69862,-36.79513
Birkdale North,174.70492,-36.79338
Birkdale North,174.69802,-36.79406
Birkdale North,174.6996,-36.78607
Birkdale North,174.7016,-36.7905
Birkdale North,174.69814,-36.78746
Birkdale North,174.7036,-36.79401
Birkdale North,174.69922,-36.79424
Birkdale North,174.70328,-36.78612
Birkdale North,174.70028,-36.79034
Birkdale North,174.69913,-36.78597
Birkdale North,174.70174,-36.79302
Birkdale North,174.70586,-36.79181
Birkdale North,174.70333,-36.78799
Birkdale North,174.70333,-36.78679
Birkdale North,174.70013,-36.79195
Birkdale North,174.69772,-36.79348
Birkdale North,174.69917,-36.79851
Birkdale North,174.69922,-36.79376
Birkdale North,174.6985,-36.79081
Birkdale North,174.70043,-36.79308
Birkdale North,174.70574,-36.79291
Birkdale North,174.70316,-36.78627
Birkdale North,174.7041,-36.79121
Birkdale North,174.70225,-36.78678
Birkdale North,174.69631,-36.796
Birkdale North,174.69888,-36.78534
Birkdale North,174.69636,-36.79525
Birkdale North,174.70573,-36.79219
Birkdale North,174.70292,-36.78667
Birkdale North,174.69737,-36.79733
Birkdale North,174.69783,-36.78647
Birkdale North,174.70712,-36.79282
Birkdale North,174.70425,-36.79259
Birkdale North,174.70341,-36.7942
Birkdale North,174.69549,-36.79885
Birkdale North,174.70189,-36.794
Birkdale North,174.70404,-36.79164
Birkdale North,174.69836,-36.78851
Birkdale North,174.69917,-36.78633
Birkdale North,174.69939,-36.79788
Birkdale North,174.7074,-36.79296
Birkdale North,174.70141,-36.78755
Birkdale North,174.69692,-36.79837
Birkdale North,174.70353,-36.78905
Birkdale North,174.70582,-36.79228
Birkdale North,174.70401,-36.79313
Birkdale North,174.70244,-36.79026
Birkdale North,174.70007,-36.79171
Birkdale North,174.70711,-36.79336
Birkdale North,174.70328,-36.78711
Birkdale North,174.69978,-36.79882
Birkdale North,174.70441,-36.79201
Birkdale North,174.70325,-36.78683
Birkdale North,174.70251,-36.78688
Birkdale North,174.69825,-36.79392
Birkdale North,174.70316,-36.79185
Birkdale North,174.70668,-36.79117
Birkdale North,174.69656,-36.79478
Birkdale North,174.70098,-36.78678
Birkdale North,174.70139,-36.79016
Birkdale North,174.70349,-36.79194
Birkdale North,174.70603,-36.79064
Birkdale North,174.70448,-36.79073
Birkdale North,174.7029,-36.78831
Birkdale North,174.70095,-36.78592
Birkdale North,174.70246,-36.788
Auckland Harbourside,174.76874,-36.84012
Auckland Harbourside,174.77373,-36.8456
Auckland Harbourside,174.78027,-36.84735
Auckland Harbourside,174.77564,-36.84197
Auckland Harbourside,174.77138,-36.84259
Auckland Harbourside,174.78211,-36.84493
Auckland Harbourside,174.78519,-36.84363
Auckland Harbourside,174.78125,-36.84571
Auckland Harbourside,174.77477,-36.84742
Auckland Harbourside,174.77371,-36.84124
Auckland Harbourside,174.75652,-36.84128
Auckland Harbourside,174.75361,-36.84468
Auckland Harbourside,174.76063,-36.84407
Auckland Harbourside,174.75879,-36.84163
Auckland Harbourside,174.78186,-36.84842
Auckland Harbourside,174.75845,-36.83678
Auckland Harbourside,174.76174,-36.84521
Auckland Harbourside,174.77417,-36.84575
Auckland Harbourside,174.78696,-36.84213
Auckland Harbourside,174.77611,-36.8419
Auckland Harbourside,174.76936,-36.84489
Auckland Harbourside,174.78425,-36.84629
Auckland Harbourside,174.77862,-36.84689
Auckland Harbourside,174.78741,-36.84602
Auckland Harbourside,174.78089,-36.84791
Auckland Harbourside,174.76406,-36.84338
Auckland Harbourside,174.77866,-36.84705
Auckland Harbourside,174.76011,-36.84373
Auckland Harbourside,174.75806,-36.83811
Auckland Harbourside,174.75415,-36.84303
Auckland Harbourside,174.78697,-36.84467
Auckland Harbourside,174.77875,-36.84779
Auckland Harbourside,174.78064,-36.84455
Auckland Harbourside,174.78368,-36.84627
Auckland Harbourside,174.75587,-36.84465
Auckland Harbourside,174.76101,-36.84307
Auckland Harbourside,174.77297,-36.84047
Auckland Harbourside,174.775,-36.84643
Auckland Harbourside,174.77385,-36.84507
Auckland Harbourside,174.77575,-36.8405
Auckland Harbourside,174.75798,-36.8457
Auckland Harbourside,174.77277,-36.84156
Auckland Harbourside,174.75495,-36.84512
Auckland Harbourside,174.75351,-36.84404
Auckland Harbourside,174.76294,-36.84442
Auckland Harbourside,174.77265,-36.84414
Auckland Harbourside,174.76358,-36.84334
Auckland Harbourside,174.77094,-36.84275
Auckland Harbourside,174.75402,-36.84347
Auckland Harbourside,174.77242,-36.84524
Auckland Harbourside,174.7534,-36.84408
Auckland Harbourside,174.77663,-36.84673
Auckland Harbourside,174.78141,-36.84443
Auckland Harbourside,174.76318,-36.84455
Auckland Harbourside,174.75721,-36.84356
Auckland Harbourside,174.76136,-36.84605
Auckland Harbourside,174.75387,-36.84269
Auckland Harbourside,174.7856,-36.8454
Auckland Harbourside,174.77489,-36.84668
Auckland Harbourside,174.78016,-36.84173
Auckland Harbourside,174.77451,-36.84397
Auckland Harbourside,174.78527,-36.84383
Auckland Harbourside,174.75508,-36.84392
Auckland Harbourside,174.76137,-36.8417
Auckland Harbourside,174.77938,-36.84722
Auckland Harbourside,174.78136,-36.84634
Auckland Harbourside,174.7567,-36.84455
Auckland Harbourside,174.77605,-36.84821
Auckland Harbourside,174.78114,-36.84467
Auckland Harbourside,174.76213,-36.84413
Auckland Harbourside,174.77876,-36.84548
Auckland Harbourside,174.77575,-36.84494
Auckland Harbourside,174.78128,-36.84544
Auckland Harbourside,174.76503,-36.84131
Auckland Harbourside,174.77367,-36.84692
Auckland Harbourside,174.77495,-36.8465
Auckland Harbourside,174.77001,-36.84407
Auckland Harbourside,174.76482,-36.84107
Auckland Harbourside,174.75651,-36.83812
Auckland Harbourside,174.77568,-36.84802
Auckland Harbourside,174.76174,-36.84607
Auckland Harbourside,174.76217,-36.84484
Auckland Harbourside,174.75745,-36.83745
Auckland Harbourside,174.77709,-36.84796
Auckland Harbourside,174.75749,-36.83883
Auckland Harbourside,174.75863,-36.84481
Auckland Harbourside,174.77473,-36.84121
Auckland Harbourside,174.75967,-36.84548
Auckland Harbourside,174.77525,-36.84223
Auckland Harbourside,174.77751,-36.84909
Auckland Harbourside,174.76263,-36.84431
Auckland Harbourside,174.77714,-36.84396
Auckland Harbourside,174.75719,-36.84462
Auckland Harbourside,174.77344,-36.8405
Auckland Harbourside,174.77547,-36.84778
Auckland Harbourside,174.76352,-36.84275
Auckland Harbourside,174.78499,-36.84076
Auckland Harbourside,174.77607,-36.84363
Auckland Harbourside,174.75759,-36.84375
Auckland Harbourside,174.76832,-36.84414
Riverhead Urban,174.59606,-36.74647
Riverhead Urban,174.58997,-36.74504
Riverhead Urban,174.60355,-36.74569
Riverhead Urban,174.60676,-36.74741
Riverhead Urban,174.58788,-36.75519
Riverhead Urban,174.59572,-36.74589
Riverhead Urban,174.58309,-36.75579
Riverhead Urban,174.58955,-36.7562
Riverhead Urban,174.60149,-36.74766
Riverhead Urban,174.58997,-36.76406
Riverhead Urban,174.59193,-36.75765
Riverhead Urban,174.59223,-36.75885
Riverhead Urban,174.59098,-36.74679
Riverhead Urban,174.59796,-36.75654
Riverhead Urban,174.59906,-36.76346
Riverhead Urban,174.59728,-36.74276
Riverhead Urban,174.60248,-36.74504
Riverhead Urban,174.59739,-36.76265
Riverhead Urban,174.59392,-36.75486
Riverhead Urban,174.58947,-36.75719
Riverhead Urban,174.6114,-36.74728
Riverhead Urban,174.58872,-36.76114
Riverhead Urban,174.59329,-36.74341
Riverhead Urban,174.59639,-36.75328
Riverhead Urban,174.59323,-36.76267
Riverhead Urban,174.59528,-36.76022
Riverhead Urban,174.58934,-36.75512
Riverhead Urban,174.596,-36.74215
Riverhead Urban,174.59652,-36.75273
Riverhead Urban,174.58498,-36.75675
Riverhead Urban,174.59653,-36.75354
Riverhead Urban,174.59773,-36.74264
Riverhead Urban,174.59559,-36.75863
Riverhead Urban,174.59474,-36.74692
Riverhead Urban,174.60888,-36.74411
Riverhead Urban,174.58396,-36.75741
Riverhead Urban,174.60084,-36.74456
Riverhead Urban,174.60041,-36.74494
Riverhead Urban,174.5959,-36.76019
Riverhead Urban,174.59322,-36.7538
Riverhead Urban,174.59331,-36.76222
Riverhead Urban,174.59173,-36.76693
Riverhead Urban,174.5934,-36.74593
Riverhead Urban,174.59242,-36.7641
Riverhead Urban,174.59561,-36.74363
Riverhead Urban,174.5891,-36.75837
Riverhead Urban,174.60158,-36.74731
Riverhead Urban,174.59069,-36.75397
Riverhead Urban,174.59525,-36.76585
Riverhead Urban,174.59077,-36.76204
Riverhead Urban,174.59458,-36.75559
Riverhead Urban,174.5902,-36.74634
Riverhead Urban,174.59523,-36.76509
Riverhead Urban,174.58782,-36.76627
Riverhead Urban,174.59308,-36.76348
Riverhead Urban,174.59096,-36.76729
Riverhead Urban,174.61313,-36.74329
Riverhead Urban,174.59572,-36.75787
Riverhead Urban,174.59357,-36.76154
Riverhead Urban,174.59285,-36.74903
Riverhead Urban,174.59857,-36.74508
Riverhead Urban,174.59462,-36.75222
Riverhead Urban,174.59565,-36.75562
Riverhead Urban,174.58729,-36.76744
Riverhead Urban,174.61076,-36.745
Riverhead Urban,174.59338,-36.74448
Riverhead Urban,174.6049,-36.74707
Riverhead Urban,174.57917,-36.75673
Riverhead Urban,174.59351,-36.74348
Riverhead Urban,174.59077,-36.75674
Riverhead Urban,174.58407,-36.75485
Riverhead Urban,174.59077,-36.75302
Riverhead Urban,174.59342,-36.74885
Riverhead Urban,174.59736,-36.75054
Riverhead Urban,174.59328,-36.76062
Riverhead Urban,174.59074,-36.7576
Riverhead Urban,174.5941,-36.75692
Riverhead Urban,174.5919,-36.76731
Riverhead Urban,174.59099,-36.758
Riverhead Urban,174.59256,-36.75563
Riverhead Urban,174.59115,-36.74462
Riverhead Urban,174.59591,-36.75371
Riverhead Urban,174.58667,-36.7556
Riverhead Urban,174.59141,-36.76729
Riverhead Urban,174.59514,-36.76269
Riverhead Urban,174.59139,-36.75994
Riverhead Urban,174.59236,-36.75815
Riverhead Urban,174.60332,-36.74562
Riverhead Urban,174.58809,-36.75748
Riverhead Urban,174.5952,-36.76337
Riverhead Urban,174.59873,-36.76599
Riverhead Urban,174.61159,-36.74381
Riverhead Urban,174.59176,-36.76509
Riverhead Urban,174.60907,-36.74365
Riverhead Urban,174.59059,-36.75823
Riverhead Urban,174.59235,-36.76076
Riverhead Urban,174.61176,-36.7439
Riverhead Urban,174.58986,-36.76071
Riverhead Urban,174.59141,-36.74879
Riverhead Urban,174.60886,-36.74531
Red Beach West,174.69441,-36.60783
Red Beach West,174.69186,-36.60176
Red Beach West,174.69003,-36.61191
Red Beach West,174.68842,-36.60201
Red Beach West,174.69059,-36.60201
Red Beach West,174.6885,-36.60527
Red Beach West,174.68892,-36.60084
Red Beach West,174.69053,-36.60369
Red Beach West,174.6922,-36.60784
Red Beach West,174.69723,-36.60833
Red Beach West,174.6889,-36.60453
Red Beach West,174.69604,-36.60915
Red Beach West,174.69515,-36.60769
Red Beach West,174.68994,-36.60898
Red Beach West,174.69177,-36.60359
Red Beach West,174.69231,-36.61138
Red Beach West,174.69656,-36.60688
Red Beach West,174.69042,-36.61015
Red Beach West,174.69683,-36.61178
Red Beach West,174.6881,-36.60147
Red Beach West,174.68986,-36.60587
Red Beach West,174.69009,-36.61124
Red Beach West,174.68793,-36.60151
Red Beach West,174.69255,-36.60785
Red Beach West,174.68666,-36.60267
Red Beach West,174.68697,-36.60296
Red Beach West,174.69021,-36.60744
Red Beach West,174.69137,-36.60934
Red Beach West,174.69259,-36.61211
Red Beach West,174.6884,-36.60382
Red Beach West,174.70156,-36.6109
Red Beach West,174.69516,-36.61133
Red Beach West,174.69231,-36.60642
Red Beach West,174.68637,-36.61147
Red Beach West,174.69573,-36.60844
Red Beach West,174.68547,-36.60646
Red Beach West,174.69152,-36.6085
Red Beach West,174.6863,-36.60163
Red Beach West,174.69576,-36.61002
Red Beach West,174.6863,-36.60492
Red Beach West,174.69576,-36.61114
Red Beach West,174.68973,-36.60208
Red Beach West,174.68868,-36.60232
Red Beach West,174.68963,-36.60901
Red Beach West,174.69413,-36.60738
Red Beach West,174.69,-36.60327
Red Beach West,174.6937,-36.5999
Red Beach West,174.691,-36.60141
Red Beach West,174.69384,-36.60736
Red Beach West,174.69943,-36.60929
Red Beach West,174.68395,-36.60475
Red Beach West,174.70134,-36.611
Red Beach West,174.68786,-36.61154
Red Beach West,174.68842,-36.61237
Red Beach West,174.68386,-36.60451
Red Beach West,174.69914,-36.60903
Red Beach West,174.6871,-36.61233
Red Beach West,174.68801,-36.60446
Red Beach West,174.69032,-36.61286
Red Beach West,174.69543,-36.60095
Red Beach West,174.69736,-36.6116
Red Beach West,174.68833,-36.61094
Red Beach West,174.69534,-36.60674
Red Beach West,174.69287,-36.60658
Red Beach West,174.69415,-36.60503
Red Beach West,174.69466,-36.60911
Red Beach West,174.68876,-36.61295
Red Beach West,174.69112,-36.6132
Red Beach West,174.69347,-36.61013
Red Beach West,174.69178,-36.60868
Red Beach West,174.6968,-36.61042
Red Beach West,174.69471,-36.61047
Red Beach West,174.697,-36.60904
Red Beach West,174.68759,-36.60456
Red Beach West,174.68675,-36.60621
Red Beach West,174.69048,-36.60351
Red Beach West,174.68892,-36.60687
Red Beach West,174.68545,-36.60574
Red Beach West,174.68776,-36.60097
Red Beach West,174.68698,-36.60907
Red Beach West,174.68423,-36.60478
Red Beach West,174.69843,-36.61133
Red Beach West,174.69356,-36.60925
Red Beach West,174.68617,-36.60606
Red Beach West,174.6974,-36.60871
Red Beach West,174.69372,-36.60894
Red Beach West,174.68865,-36.61142
Red Beach West,174.69005,-36.61093
Red Beach West,174.69665,-36.60563
Red Beach West,174.69549,-36.61173
Red Beach West,174.69704,-36.60854
Red Beach West,174.68465,-36.60467
Red Beach West,174.69202,-36.61093
Red Beach West,174.69476,-36.6072
Red Beach West,174.69333,-36.60937
Red Beach West,174.69287,-36.60915
Red Beach West,174.69114,-36.60762
Red Beach West,174.68778,-36.61342
Red Beach West,174.68766,-36.60568
Red Beach West,174.69582,-36.60062
Grey Lynn West,174.73476,-36.8563
Grey Lynn West,174.73765,-36.86262
Grey Lynn West,174.7382,-36.85916
Grey Lynn West,174.7353,-36.85816
Grey Lynn West,174.7356,-36.86092
Grey Lynn West,174.73271,-36.85831
Grey Lynn West,174.73925,-36.85821
Grey Lynn West,174.73099,-36.85565
Grey Lynn West,174.73025,-36.85533
Grey Lynn West,174.73922,-36.86161
Grey Lynn West,174.73969,-36.8571
Grey Lynn West,174.7339,-36.85887
Grey Lynn West,174.73284,-36.85859
Grey Lynn West,174.73646,-36.86152
Grey Lynn West,174.7337,-36.86014
Grey Lynn West,174.73488,-36.85766
Grey Lynn West,174.73391,-36.85969
Grey Lynn West,174.73196,-36.85801
Grey Lynn West,174.73754,-36.86447
Grey Lynn West,174.73049,-36.85711
Grey Lynn West,174.73396,-36.85848
Grey Lynn West,174.73407,-36.86201
Grey Lynn West,174.74087,-36.85796
Grey Lynn West,174.73421,-36.86022
Grey Lynn West,174.73497,-36.85931
Grey Lynn West,174.73826,-36.86321
Grey Lynn West,174.73457,-36.8616
Grey Lynn West,174.73513,-36.85722
Grey Lynn West,174.73689,-36.85951
Grey Lynn West,174.7385,-36.8591
Grey Lynn West,174.73552,-36.85659
Grey Lynn West,174.7352,-36.85811
Grey Lynn West,174.73408,-36.85553
Grey Lynn West,174.73011,-36.8564
Grey Lynn West,174.7322,-36.85638
Grey Lynn West,174.73793,-36.86315
Grey Lynn West,174.73961,-36.86245
Grey Lynn West,174.73255,-36.85769
Grey Lynn West,174.73306,-36.85894
Grey Lynn West,174.73325,-36.86009
Grey Lynn West,174.73768,-36.85512
Grey Lynn West,174.73458,-36.85638
Grey Lynn West,174.73437,-36.86049
Grey Lynn West,174.73966,-36.85647
Grey Lynn West,174.73562,-36.86071
Grey Lynn West,174.74102,-36.86236
Grey Lynn West,174.7361,-36.8581
Grey Lynn West,174.73285,-36.85753
Grey Lynn West,174.73415,-36.86212
Grey Lynn West,174.73852,-36.863
Grey Lynn West,174.73483,-36.85717
Grey Lynn West,174.73576,-36.8598
Grey Lynn West,174.73736,-36.85978
Grey Lynn West,174.73731,-36.86167
Grey Lynn West,174.73636,-36.85459
Grey Lynn West,174.74217,-36.86128
Grey Lynn West,174.73756,-36.85633
Grey Lynn West,174.7344,-36.85604
Grey Lynn West,174.73366,-36.85962
Grey Lynn West,174.73373,-36.85991
Grey Lynn West,174.73834,-36.85802
Grey Lynn West,174.73878,-36.8604
Grey Lynn West,174.7333,-36.8557
Grey Lynn West,174.73814,-36.863
Grey Lynn West,174.7401,-36.85804
Grey Lynn West,174.73458,-36.85968
Grey Lynn West,174.73661,-36.86116
Grey Lynn West,174.73977,-36.85744
Grey Lynn West,174.73359,-36.85862
Grey Lynn West,174.74146,-36.86178
Grey Lynn West,174.73342,-36.85952
Grey Lynn West,174.73859,-36.86253
Grey Lynn West,174.73969,-36.85796
Grey Lynn West,174.73362,-36.85479
Grey Lynn West,174.73216,-36.85592
Grey Lynn West,174.74009,-36.85872
Grey Lynn West,174.74022,-36.86152
Grey Lynn West,174.73281,-36.85468
Grey Lynn West,174.73604,-36.85919
Grey Lynn West,174.73981,-36.85692
Grey Lynn West,174.73172,-36.85722
Grey Lynn West,174.73292,-36.85551
Grey Lynn West,174.73422,-36.85874
Grey Lynn West,174.73839,-36.85492
Grey Lynn West,174.73138,-36.85635
Grey Lynn West,174.73435,-36.85555
Grey Lynn West,174.74003,-36.85963
Grey Lynn West,174.73526,-36.85936
Grey Lynn West,174.73952,-36.85841
Grey Lynn West,174.73065,-36.85813
Grey Lynn West,174.73281,-36.85642
Grey Lynn West,174.73866,-36.85838
Grey Lynn West,174.73876,-36.86004
Grey Lynn West,174.73509,-36.85614
Grey Lynn West,174.741,-36.85742
Grey Lynn West,174.73937,-36.8638
Grey Lynn West,174.73861,-36.85892
Grey Lynn West,174.73925,-36.85965
Grey Lynn West,174.73209,-36.85642
Grey Lynn West,174.73962,-36.85737
Red Beach East,174.70567,-36.60636
Red Beach East,174.70401,-36.60048
Red Beach East,174.69972,-36.60467
Red Beach East,174.70305,-36.60069
Red Beach East,174.70727,-36.60218
Red Beach East,174.69804,-36.60357
Red Beach East,174.70464,-36.60524
Red Beach East,174.71108,-36.60959
Red Beach East,174.70672,-36.6027
Red Beach East,174.70073,-36.60519
Red Beach East,174.70818,-36.60617
Red Beach East,174.70678,-36.60542
Red Beach East,174.70494,-36.60302
Red Beach East,174.70869,-36.60921
Red Beach East,174.69993,-36.60681
Red Beach East,174.70733,-36.60871
Red Beach East,174.70148,-36.60818
Red Beach East,174.6968,-36.60192
Red Beach East,174.70731,-36.60943
Red Beach East,174.71487,-36.61052
Red Beach East,174.70509,-36.59978
Red Beach East,174.70678,-36.60316
Red Beach East,174.7063,-36.60522
Red Beach East,174.70748,-36.60661
Red Beach East,174.70292,-36.60369
Red Beach East,174.70124,-36.60841
Red Beach East,174.70677,-36.60917
Red Beach East,174.70529,-36.60084
Red Beach East,174.70826,-36.61099
Red Beach East,174.71527,-36.61339
Red Beach East,174.70121,-36.60281
Red Beach East,174.70033,-36.60891
Red Beach East,174.7034,-36.60751
Red Beach East,174.69764,-36.60505
Red Beach East,174.69888,-36.60492
Red Beach East,174.70517,-36.60286
Red Beach East,174.70041,-36.60424
Red Beach East,174.69985,-36.59997
Red Beach East,174.69805,-36.60426
Red Beach East,174.71114,-36.60706
Red Beach East,174.71047,-36.60819
Red Beach East,174.70567,-36.60787
Red Beach East,174.7081,-36.60352
Red Beach East,174.70628,-36.60022
Red Beach East,174.70451,-36.60056
Red Beach East,174.70544,-36.60322
