2013 area unit name,WGS84 longitude of a sample point in the area unit,WGS84 latitude of sample point
Glendhu,174.71643,-36.77433
Glendhu,174.70265,-36.7783
Glendhu,174.7106,-36.77434
Glendhu,174.71758,-36.7711
Glendhu,174.70968,-36.76565
Glendhu,174.71539,-36.77285
Glendhu,174.70938,-36.77764
Glendhu,174.70106,-36.7733
Glendhu,174.71449,-36.76702
Glendhu,174.69973,-36.77599
Glendhu,174.70356,-36.77728
Glendhu,174.7071,-36.7676
Glendhu,174.70161,-36.77617
Glendhu,174.70594,-36.77078
Glendhu,174.70875,-36.76708
Glendhu,174.71468,-36.77315
Glendhu,174.70381,-36.77865
Glendhu,174.716,-36.77159
Glendhu,174.70549,-36.77588
Glendhu,174.70871,-36.77114
Glendhu,174.71186,-36.77511
Glendhu,174.70217,-36.7767
Glendhu,174.71169,-36.775
Glendhu,174.71307,-36.76678
Glendhu,174.7185,-36.77074
Glendhu,174.7054,-36.76754
Glendhu,174.71216,-36.77283
Glendhu,174.70729,-36.77419
Glendhu,174.71552,-36.76972
Glendhu,174.71771,-36.77452
Avondale South,174.70921,-36.91527
Avondale South,174.71042,-36.91662
Avondale South,174.69856,-36.91248
Avondale South,174.69625,-36.9162
Avondale South,174.70158,-36.91705
Avondale South,174.71332,-36.91368
Avondale South,174.70238,-36.91191
Avondale South,174.69269,-36.91503
Avondale South,174.69791,-36.91422
Avondale South,174.69816,-36.91899
Avondale South,174.7087,-36.915
Avondale South,174.69382,-36.90895
Avondale South,174.70304,-36.91496
Avondale South,174.70177,-36.91355
Avondale South,174.70693,-36.91505
Avondale South,174.69594,-36.91592
Avondale South,174.70616,-36.91351
Avondale South,174.69569,-36.91709
Avondale South,174.69226,-36.91442
Avondale South,174.69365,-36.91128
Avondale South,174.70441,-36.91456
Avondale South,174.69541,-36.91092
Avondale South,174.696,-36.91612
Avondale South,174.71163,-36.91552
Avondale South,174.69128,-36.91271
Avondale South,174.69847,-36.91766
Avondale South,174.69724,-36.91416
Avondale South,174.69818,-36.91156
Avondale South,174.70486,-36.91372
Avondale South,174.69961,-36.91605
Avondale South,174.69631,-36.91274
Avondale South,174.6927,-36.91138
Avondale South,174.70825,-36.91518
Avondale South,174.7092,-36.9155
Avondale South,174.69409,-36.91822
Avondale South,174.69665,-36.91511
Avondale South,174.71316,-36.91355
Avondale South,174.69843,-36.91467
Avondale South,174.69974,-36.91797
Avondale South,174.70356,-36.91701
Avondale South,174.7006,-36.91852
Avondale South,174.70559,-36.91358
Avondale South,174.71442,-36.91356
Avondale South,174.70845,-36.91585
Avondale South,174.711,-36.91494
Avondale South,174.70211,-36.9119
Avondale South,174.693,-36.91483
Avondale South,174.69211,-36.91055
Avondale South,174.69962,-36.91274
Avondale South,174.69388,-36.91563
Avondale South,174.70104,-36.91538
Avondale South,174.71067,-36.91409
Avondale South,174.6922,-36.91115
Avondale South,174.69839,-36.91738
Avondale South,174.69652,-36.91326
Avondale South,174.69883,-36.91494
Avondale South,174.69683,-36.91152
Avondale South,174.69343,-36.90855
Avondale South,174.697,-36.91734
Avondale South,174.71531,-36.91572
Avondale South,174.7004,-36.91332
Avondale South,174.70076,-36.91119
Avondale South,174.69449,-36.90895
Avondale South,174.70219,-36.91618
Avondale South,174.71425,-36.91378
Avondale South,174.69823,-36.91817
Avondale South,174.69256,-36.91657
Avondale South,174.71454,-36.91374
Avondale South,174.71171,-36.91487
Avondale South,174.71564,-36.91437
Avondale South,174.7007,-36.91685
Avondale South,174.7024,-36.91384
Avondale South,174.71313,-36.9157
Avondale South,174.71438,-36.91542
Avondale South,174.70612,-36.91323
Avondale South,174.7049,-36.91658
Avondale South,174.69164,-36.91276
Avondale South,174.69805,-36.91853
Avondale South,174.70661,-36.91526
Avondale South,174.70032,-36.91544
Avondale South,174.69458,-36.91619
Avondale South,174.69977,-36.91667
Avondale South,174.69579,-36.91282
Avondale South,174.70199,-36.91793
Avondale South,174.70498,-36.91336
Avondale South,174.69326,-36.91063
Avondale South,174.70526,-36.91623
Avondale South,174.70135,-36.91735
Avondale South,174.70476,-36.91534
Avondale South,174.71227,-36.91466
Avondale South,174.69905,-36.91743
Avondale South,174.69318,-36.90974
Avondale South,174.69561,-36.91929
Avondale South,174.704,-36.91589
Avondale South,174.71279,-36.91349
Avondale South,174.69676,-36.9121
Avondale South,174.69384,-36.91895
Avondale South,174.69758,-36.9145
Avondale South,174.7023,-36.91465
Avondale South,174.70618,-36.91674
Birkdale North,174.69844,-36.7888
Birkdale North,174.6999,-36.79021
Birkdale North,174.70264,-36.78605
Birkdale North,174.70469,-36.791
Birkdale North,174.70109,-36.7903
Birkdale North,174.69909,-36.79804
Birkdale North,174.70355,-36.79068
Birkdale North,174.70274,-36.79026
Birkdale North,174.70231,-36.79419
Birkdale North,174.70591,-36.79018
Birkdale North,174.69813,-36.79112
Birkdale North,174.70321,-36.79272
Birkdale North,174.70407,-36.78889
Birkdale North,174.70106,-36.78981
Birkdale North,174.70144,-36.79489
Birkdale North,174.70053,-36.78721
Birkdale North,174.69493,-36.79886
Birkdale North,174.69984,-36.79078
Birkdale North,174.6996,-36.78959
Birkdale North,174.69571,-36.79809
Birkdale North,174.70658,-36.79101
Birkdale North,174.70111,-36.78708
Birkdale North,174.70298,-36.78623
Birkdale North,174.6966,-36.7943
Birkdale North,174.69893,-36.79137
Birkdale North,174.70001,-36.79791
Birkdale North,174.69718,-36.7971
Birkdale North,174.69817,-36.78562
Birkdale North,174.7032,-36.78667
Birkdale North,174.70258,-36.79132
Birkdale North,174.69936,-36.78728
Birkdale North,174.70671,-36.79226
Birkdale North,174.6993,-36.7977
Birkdale North,174.69812,-36.78894
Birkdale North,174.70259,-36.78751
Birkdale North,174.70125,-36.79436
Birkdale North,174.69952,-36.79327
Birkdale North,174.70574,-36.79125
Birkdale North,174.70351,-36.78717
Birkdale North,174.69879,-36.7882
Birkdale North,174.70224,-36.79045
Birkdale North,174.69798,-36.79556
Birkdale North,174.70618,-36.79173
Birkdale North,174.6979,-36.79167
Birkdale North,174.69967,-36.7927
Birkdale North,174.69815,-36.79072
Birkdale North,174.69931,-36.79202
Birkdale North,174.70048,-36.79204
Birkdale North,174.70128,-36.78798
Birkdale North,174.6986,-36.79085
Birkdale North,174.7016,-36.79299
Birkdale North,174.69663,-36.79669
Birkdale North,174.70005,-36.79552
Birkdale North,174.7004,-36.79831
Birkdale North,174.69846,-36.79146
Birkdale North,174.69753,-36.79105
Birkdale North,174.69608,-36.79833
Birkdale North,174.70629,-36.79328
Birkdale North,174.70219,-36.78749
Birkdale North,174.69965,-36.79143
Birkdale North,174.69733,-36.78934
Birkdale North,174.70103,-36.78835
Birkdale North,174.6987,-36.78776
Birkdale North,174.69722,-36.79478
Birkdale North,174.70222,-36.78703
Birkdale North,174.69926,-36.7871
Birkdale North,174.70259,-36.7857
Birkdale North,174.69631,-36.79415
Birkdale North,174.69978,-36.79238
Birkdale North,174.70605,-36.79294
Birkdale North,174.70167,-36.78769
Birkdale North,174.69683,-36.79704
Birkdale North,174.7045,-36.79396
Birkdale North,174.69664,-36.79864
Birkdale North,174.70194,-36.78753
Birkdale North,174.69812,-36.78818
Birkdale North,174.70665,-36.7912
Birkdale North,174.70205,-36.7921
Birkdale North,174.69803,-36.79112
Birkdale North,174.70424,-36.79194
Birkdale North,174.69935,-36.79774
Birkdale North,174.69891,-36.79244
Birkdale North,174.69829,-36.78541
Birkdale North,174.70703,-36.79209
Birkdale North,174.70484,-36.79289
Birkdale North,174.70241,-36.79246
Birkdale North,174.70354,-36.79001
Birkdale North,174.69711,-36.79629
Birkdale North,174.69894,-36.78859
Birkdale North,174.69674,-36.79539
Birkdale North,174.69853,-36.79604
Birkdale North,174.69531,-36.79957
Birkdale North,174.70149,-36.78716
Birkdale North,174.70226,-36.78815
Birkdale North,174.69657,-36.79685
Birkdale North,174.69888,-36.78993
Birkdale North,174.70149,-36.7867
Birkdale North,174.70226,-36.78692
Birkdale North,174.70615,-36.79335
Birkdale North,174.69968,-36.78612
Auckland Harbourside,174.75794,-36.83887
Auckland Harbourside,174.75393,-36.84262
Auckland Harbourside,174.78092,-36.8489
Auckland Harbourside,174.7623,-36.8444
Auckland Harbourside,174.7733,-36.84283
Auckland Harbourside,174.75551,-36.84563
Auckland Harbourside,174.77475,-36.84547
Auckland Harbourside,174.76468,-36.84135
Auckland Harbourside,174.7739,-36.84757
Auckland Harbourside,174.77273,-36.84451
Auckland Harbourside,174.75948,-36.83769
Auckland Harbourside,174.76248,-36.84444
Auckland Harbourside,174.78202,-36.84922
Auckland Harbourside,174.77593,-36.84547
Auckland Harbourside,174.78641,-36.84208
Auckland Harbourside,174.77454,-36.84895
Auckland Harbourside,174.77595,-36.84845
Auckland Harbourside,174.78537,-36.84657
Auckland Harbourside,174.76212,-36.84184
Auckland Harbourside,174.77972,-36.84148
Auckland Harbourside,174.77924,-36.84792
Auckland Harbourside,174.77332,-36.84496
Auckland Harbourside,174.77248,-36.84173
Auckland Harbourside,174.78452,-36.84667
Auckland Harbourside,174.78215,-36.84454
Auckland Harbourside,174.75775,-36.84184
Auckland Harbourside,174.77947,-36.84832
Auckland Harbourside,174.7883,-36.84409
Auckland Harbourside,174.77938,-36.84567
Auckland Harbourside,174.75989,-36.8448
Auckland Harbourside,174.75444,-36.84268
Auckland Harbourside,174.78003,-36.84916
Auckland Harbourside,174.77766,-36.84288
Auckland Harbourside,174.75499,-36.84458
Auckland Harbourside,174.78171,-36.84492
Auckland Harbourside,174.77793,-36.84376
Auckland Harbourside,174.77096,-36.84563
Auckland Harbourside,174.75348,-36.84237
Auckland Harbourside,174.7868,-36.84212
Auckland Harbourside,174.77729,-36.84815
Auckland Harbourside,174.77557,-36.84135
Auckland Harbourside,174.75379,-36.84309
Auckland Harbourside,174.77348,-36.84057
Auckland Harbourside,174.75393,-36.84207
Auckland Harbourside,174.75483,-36.84231
Auckland Harbourside,174.7567,-36.84297
Auckland Harbourside,174.77293,-36.84508
Auckland Harbourside,174.78031,-36.84175
Auckland Harbourside,174.78225,-36.84805
Auckland Harbourside,174.75532,-36.84002
Auckland Harbourside,174.75335,-36.84232
Auckland Harbourside,174.7791,-36.84194
Auckland Harbourside,174.77507,-36.84391
Auckland Harbourside,174.77147,-36.84546
Auckland Harbourside,174.754,-36.84485
Auckland Harbourside,174.7849,-36.84043
Auckland Harbourside,174.75923,-36.83725
Auckland Harbourside,174.78213,-36.84538
Auckland Harbourside,174.77385,-36.84118
Auckland Harbourside,174.77186,-36.84362
Auckland Harbourside,174.76775,-36.84212
Auckland Harbourside,174.7541,-36.84478
Auckland Harbourside,174.76781,-36.84473
Auckland Harbourside,174.78122,-36.84515
Auckland Harbourside,174.77869,-36.84415
Auckland Harbourside,174.76811,-36.84236
Auckland Harbourside,174.76794,-36.84261
Auckland Harbourside,174.75552,-36.84267
Auckland Harbourside,174.7769,-36.8497
Auckland Harbourside,174.78738,-36.84686
Auckland Harbourside,174.75887,-36.84516
Auckland Harbourside,174.7588,-36.83801
Auckland Harbourside,174.75596,-36.83883
Auckland Harbourside,174.78625,-36.8444
Auckland Harbourside,174.77485,-36.84392
Auckland Harbourside,174.78059,-36.84935
Auckland Harbourside,174.77358,-36.84223
Auckland Harbourside,174.77322,-36.84155
Auckland Harbourside,174.78767,-36.84688
Auckland Harbourside,174.75796,-36.8379
Auckland Harbourside,174.76107,-36.84171
Auckland Harbourside,174.77392,-36.84651
Auckland Harbourside,174.77676,-36.84849
Auckland Harbourside,174.75339,-36.84471
Auckland Harbourside,174.75889,-36.84162
Auckland Harbourside,174.77828,-36.84474
Auckland Harbourside,174.78495,-36.84292
Auckland Harbourside,174.77725,-36.84679
Auckland Harbourside,174.77618,-36.84696
Auckland Harbourside,174.77257,-36.84561
Auckland Harbourside,174.7552,-36.84458
Auckland Harbourside,174.77173,-36.84505
Auckland Harbourside,174.77295,-36.84201
Auckland Harbourside,174.77745,-36.84689
Auckland Harbourside,174.75945,-36.84534
Auckland Harbourside,174.77946,-36.84735
Auckland Harbourside,174.75688,-36.83718
Auckland Harbourside,174.77222,-36.84465
Auckland Harbourside,174.7557,-36.83955
Auckland Harbourside,174.7828,-36.84736
Riverhead Urban,174.60519,-36.74696
Riverhead Urban,174.59696,-36.74567
Riverhead Urban,174.59415,-36.76121
Riverhead Urban,174.58209,-36.75389
Riverhead Urban,174.58988,-36.74321
Riverhead Urban,174.59346,-36.76168
Riverhead Urban,174.59812,-36.76092
Riverhead Urban,174.59568,-36.76231
Riverhead Urban,174.59431,-36.76443
Riverhead Urban,174.59755,-36.74465
Riverhead Urban,174.59614,-36.76539
Riverhead Urban,174.59478,-36.76359
Riverhead Urban,174.60338,-36.74397
Riverhead Urban,174.59457,-36.75214
Riverhead Urban,174.59663,-36.75847
Riverhead Urban,174.60179,-36.74734
Riverhead Urban,174.59534,-36.76799
Riverhead Urban,174.59027,-36.76537
Riverhead Urban,174.59546,-36.74518
Riverhead Urban,174.59522,-36.75115
Riverhead Urban,174.59789,-36.7465
Riverhead Urban,174.59615,-36.74633
Riverhead Urban,174.59567,-36.74432
Riverhead Urban,174.59176,-36.74418
Riverhead Urban,174.59361,-36.74392
Riverhead Urban,174.59263,-36.7563
Riverhead Urban,174.60283,-36.74424
Riverhead Urban,174.59487,-36.76686
Riverhead Urban,174.59375,-36.76339
Riverhead Urban,174.59273,-36.76307
Riverhead Urban,174.59788,-36.75669
Riverhead Urban,174.59209,-36.75593
Riverhead Urban,174.59337,-36.75019
Riverhead Urban,174.60574,-36.74778
Riverhead Urban,174.59562,-36.74605
Riverhead Urban,174.59306,-36.75158
Riverhead Urban,174.58457,-36.75481
Riverhead Urban,174.59816,-36.74513
Riverhead Urban,174.59542,-36.7454
Riverhead Urban,174.60671,-36.74741
Riverhead Urban,174.59199,-36.74611
Riverhead Urban,174.59519,-36.75315
Riverhead Urban,174.59136,-36.75371
Riverhead Urban,174.59751,-36.7644
Riverhead Urban,174.59778,-36.74464
Riverhead Urban,174.597,-36.75263
Riverhead Urban,174.59794,-36.74237
Riverhead Urban,174.61264,-36.74366
Riverhead Urban,174.60528,-36.74611
Riverhead Urban,174.5949,-36.7629
Riverhead Urban,174.59868,-36.76302
Riverhead Urban,174.611,-36.74464
Riverhead Urban,174.59286,-36.76526
Riverhead Urban,174.58919,-36.7599
Riverhead Urban,174.58929,-36.7605
Riverhead Urban,174.59328,-36.74751
Riverhead Urban,174.59224,-36.74603
Riverhead Urban,174.5851,-36.75499
Riverhead Urban,174.60299,-36.74544
Riverhead Urban,174.59247,-36.76059
Riverhead Urban,174.59482,-36.74604
Riverhead Urban,174.59695,-36.75812
Riverhead Urban,174.59641,-36.75839
Riverhead Urban,174.59187,-36.74945
Riverhead Urban,174.59947,-36.74457
Riverhead Urban,174.59522,-36.76226
Riverhead Urban,174.61053,-36.74427
Riverhead Urban,174.59566,-36.74475
Riverhead Urban,174.58759,-36.75975
Riverhead Urban,174.59622,-36.75284
Riverhead Urban,174.59274,-36.75101
Riverhead Urban,174.60922,-36.74493
Riverhead Urban,174.5964,-36.76213
Riverhead Urban,174.58265,-36.75587
Riverhead Urban,174.59241,-36.76389
Riverhead Urban,174.59066,-36.75252
Riverhead Urban,174.59792,-36.75306
Riverhead Urban,174.59952,-36.74599
Riverhead Urban,174.6117,-36.74567
Riverhead Urban,174.58394,-36.75457
Riverhead Urban,174.59716,-36.75867
Riverhead Urban,174.59396,-36.7477
Riverhead Urban,174.59512,-36.76401
Riverhead Urban,174.59462,-36.74548
Riverhead Urban,174.59539,-36.76578
Riverhead Urban,174.58542,-36.75611
Riverhead Urban,174.58803,-36.76152
Riverhead Urban,174.58882,-36.76019
Riverhead Urban,174.59593,-36.75394
Riverhead Urban,174.59599,-36.7648
Riverhead Urban,174.59312,-36.75218
Riverhead Urban,174.60133,-36.74574
Riverhead Urban,174.59402,-36.75424
Riverhead Urban,174.58413,-36.75529
Riverhead Urban,174.58781,-36.76573
Riverhead Urban,174.59566,-36.76537
Riverhead Urban,174.59351,-36.7451
Riverhead Urban,174.59705,-36.75676
Riverhead Urban,174.59476,-36.76715
Riverhead Urban,174.58254,-36.75448
Red Beach West,174.69655,-36.60743
Red Beach West,174.68999,-36.61244
Red Beach West,174.68865,-36.61146
Red Beach West,174.69035,-36.61095
Red Beach West,174.69896,-36.61039
Red Beach West,174.6955,-36.60034
Red Beach West,174.69608,-36.61122
Red Beach West,174.696,-36.6084
Red Beach West,174.69234,-36.60761
Red Beach West,174.70136,-36.61018
Red Beach West,174.6974,-36.61074
Red Beach West,174.68985,-36.6062
Red Beach West,174.69499,-36.60695
Red Beach West,174.69314,-36.6036
Red Beach West,174.69177,-36.60633
Red Beach West,174.68887,-36.60972
Red Beach West,174.68696,-36.61122
Red Beach West,174.69047,-36.6035
Red Beach West,174.688,-36.60495
Red Beach West,174.69703,-36.60522
Red Beach West,174.69502,-36.61006
Red Beach West,174.69215,-36.60353
Red Beach West,174.69111,-36.60915
Red Beach West,174.69487,-36.61171
Red Beach West,174.69427,-36.60365
Red Beach West,174.6872,-36.60161
Red Beach West,174.68714,-36.6114
Red Beach West,174.68676,-36.6037
Red Beach West,174.69476,-36.61211
Red Beach West,174.68859,-36.61158
Red Beach West,174.69787,-36.611
Red Beach West,174.69042,-36.6106
Red Beach West,174.69482,-36.61079
Red Beach West,174.68724,-36.61097
Red Beach West,174.69522,-36.6039
Red Beach West,174.68515,-36.60524
Red Beach West,174.68729,-36.60457
Red Beach West,174.69392,-36.60263
Red Beach West,174.69057,-36.60952
Red Beach West,174.68805,-36.6116
Red Beach West,174.69207,-36.60315
Red Beach West,174.69171,-36.6017
Red Beach West,174.68774,-36.60678
Red Beach West,174.68735,-36.61231
Red Beach West,174.68647,-36.60375
Red Beach West,174.69121,-36.60242
Red Beach West,174.68469,-36.60579
Red Beach West,174.68711,-36.60809
Red Beach West,174.69415,-36.60498
Red Beach West,174.69129,-36.6085
Red Beach West,174.69193,-36.60215
Red Beach West,174.69748,-36.60768
Red Beach West,174.69683,-36.60553
Red Beach West,174.69556,-36.60999
Red Beach West,174.69237,-36.60069
Red Beach West,174.69952,-36.60978
Red Beach West,174.68946,-36.60264
Red Beach West,174.69317,-36.6077
Red Beach West,174.69413,-36.60115
Red Beach West,174.68953,-36.60966
Red Beach West,174.69141,-36.60376
Red Beach West,174.6878,-36.61032
Red Beach West,174.69708,-36.61017
Red Beach West,174.69758,-36.60975
Red Beach West,174.69073,-36.61078
Red Beach West,174.68643,-36.60818
Red Beach West,174.68932,-36.61368
Red Beach West,174.69785,-36.6062
Red Beach West,174.68845,-36.61207
Red Beach West,174.69466,-36.60154
Red Beach West,174.69245,-36.61098
Red Beach West,174.6892,-36.604
Red Beach West,174.68624,-36.60753
Red Beach West,174.69218,-36.60932
Red Beach West,174.68882,-36.60402
Red Beach West,174.69451,-36.60272
Red Beach West,174.69258,-36.60057
Red Beach West,174.68509,-36.6046
Red Beach West,174.693,-36.61187
Red Beach West,174.68693,-36.60764
Red Beach West,174.68975,-36.60264
Red Beach West,174.68805,-36.60293
Red Beach West,174.69682,-36.61012
Red Beach West,174.69348,-36.61135
Red Beach West,174.69967,-36.60915
Red Beach West,174.68814,-36.61077
Red Beach West,174.68693,-36.61174
Red Beach West,174.68527,-36.60584
Red Beach West,174.68773,-36.6095
Red Beach West,174.69609,-36.6118
Red Beach West,174.69398,-36.60354
Red Beach West,174.69654,-36.60683
Red Beach West,174.68693,-36.60691
Red Beach West,174.69317,-36.60003
Red Beach West,174.69585,-36.60843
Red Beach West,174.68827,-36.60096
Red Beach West,174.68718,-36.61134
Red Beach West,174.69163,-36.60141
Red Beach West,174.69505,-36.60399
Red Beach West,174.68711,-36.60888
Grey Lynn West,174.73365,-36.85424
Grey Lynn West,174.74061,-36.85833
Grey Lynn West,174.73318,-36.85514
Grey Lynn West,174.73217,-36.85697
Grey Lynn West,174.73822,-36.85913
Grey Lynn West,174.73735,-36.85534
Grey Lynn West,174.73914,-36.85679
Grey Lynn West,174.73491,-36.86045
Grey Lynn West,174.73316,-36.85789
Grey Lynn West,174.73746,-36.85522
Grey Lynn West,174.73675,-36.85826
Grey Lynn West,174.73983,-36.85661
Grey Lynn West,174.73527,-36.86097
Grey Lynn West,174.73266,-36.85791
Grey Lynn West,174.73252,-36.85436
Grey Lynn West,174.73425,-36.86055
Grey Lynn West,174.73925,-36.861
Grey Lynn West,174.74008,-36.8586
Grey Lynn West,174.73984,-36.85739
Grey Lynn West,174.73422,-36.8593
Grey Lynn West,174.73722,-36.85728
Grey Lynn West,174.73834,-36.86066
Grey Lynn West,174.7403,-36.86339
Grey Lynn West,174.73742,-36.85711
Grey Lynn West,174.73825,-36.86107
Grey Lynn West,174.7374,-36.86336
Grey Lynn West,174.73904,-36.85956
Grey Lynn West,174.73549,-36.85408
Grey Lynn West,174.73204,-36.85919
Grey Lynn West,174.7333,-36.86192
Grey Lynn West,174.73355,-36.85486
Grey Lynn West,174.733,-36.85732
Grey Lynn West,174.73703,-36.85953
Grey Lynn West,174.73872,-36.85601
Grey Lynn West,174.73508,-36.85695
Grey Lynn West,174.73559,-36.86205
Grey Lynn West,174.73396,-36.85931
Grey Lynn West,174.73108,-36.85501
Grey Lynn West,174.73381,-36.85965
Grey Lynn West,174.73353,-36.85914
Grey Lynn West,174.73797,-36.85803
Grey Lynn West,174.73934,-36.86001
Grey Lynn West,174.74103,-36.85999
Grey Lynn West,174.74124,-36.86011
Grey Lynn West,174.73977,-36.86257
Grey Lynn West,174.73843,-36.86426
Grey Lynn West,174.74195,-36.86121
Grey Lynn West,174.73758,-36.86069
Grey Lynn West,174.73067,-36.85534
Grey Lynn West,174.73893,-36.8586
Grey Lynn West,174.73657,-36.86087
Grey Lynn West,174.73535,-36.85907
Grey Lynn West,174.73272,-36.85961
Grey Lynn West,174.7337,-36.86184
Grey Lynn West,174.74008,-36.86075
Grey Lynn West,174.73793,-36.85798
Grey Lynn West,174.73814,-36.85789
Grey Lynn West,174.73115,-36.8554
Grey Lynn West,174.73503,-36.85424
Grey Lynn West,174.73529,-36.8545
Grey Lynn West,174.73081,-36.85811
Grey Lynn West,174.73471,-36.85903
Grey Lynn West,174.73598,-36.86024
Grey Lynn West,174.73583,-36.86214
Grey Lynn West,174.7339,-36.86129
Grey Lynn West,174.73075,-36.85832
Grey Lynn West,174.7387,-36.86055
Grey Lynn West,174.73544,-36.8563
Grey Lynn West,174.73943,-36.85849
Grey Lynn West,174.73921,-36.85737
Grey Lynn West,174.73774,-36.85873
Grey Lynn West,174.73961,-36.85958
Grey Lynn West,174.73504,-36.86166
Grey Lynn West,174.73339,-36.86172
Grey Lynn West,174.73951,-36.85654
Grey Lynn West,174.74005,-36.8582
Grey Lynn West,174.73097,-36.85826
Grey Lynn West,174.73419,-36.85455
Grey Lynn West,174.73781,-36.85515
Grey Lynn West,174.73402,-36.85425
Grey Lynn West,174.73333,-36.8609
Grey Lynn West,174.73867,-36.86125
Grey Lynn West,174.73414,-36.85644
Grey Lynn West,174.74036,-36.85978
Grey Lynn West,174.73474,-36.85761
Grey Lynn West,174.73536,-36.85848
Grey Lynn West,174.73967,-36.86345
Grey Lynn West,174.73832,-36.86126
Grey Lynn West,174.73605,-36.86103
Grey Lynn West,174.74126,-36.85958
Grey Lynn West,174.73189,-36.8577
Grey Lynn West,174.73717,-36.85674
Grey Lynn West,174.73136,-36.85764
Grey Lynn West,174.73966,-36.86008
Grey Lynn West,174.73889,-36.85544
Grey Lynn West,174.74024,-36.8613
Grey Lynn West,174.74215,-36.86178
Grey Lynn West,174.7368,-36.85707
Grey Lynn West,174.73946,-36.85754
Grey Lynn West,174.74003,-36.8597
Red Beach East,174.7051,-36.60051
Red Beach East,174.7015,-36.60295
Red Beach East,174.7021,-36.60287
Red Beach East,174.69867,-36.60604
Red Beach East,174.69912,-36.60477
Red Beach East,174.7103,-36.60546
Red Beach East,174.69869,-36.60732
Red Beach East,174.70044,-36.6009
Red Beach East,174.70652,-36.60319
Red Beach East,174.70284,-36.60656
Red Beach East,174.69565,-36.60128
Red Beach East,174.69992,-36.60287
Red Beach East,174.70171,-36.6096
Red Beach East,174.70538,-36.60531
Red Beach East,174.70098,-36.60444
Red Beach East,174.71148,-36.61107
Red Beach East,174.70461,-36.60821
Red Beach East,174.71638,-36.61229
Red Beach East,174.70123,-36.60682
Red Beach East,174.70802,-36.60285
Red Beach East,174.69855,-36.60114
Red Beach East,174.70706,-36.60075
Red Beach East,174.69727,-36.60477
Red Beach East,174.69783,-36.60216
Red Beach East,174.70542,-36.60525
Red Beach East,174.70294,-36.60722
Red Beach East,174.69828,-36.60529
Red Beach East,174.71003,-36.61031
Red Beach East,174.69562,-36.6014
Red Beach East,174.70309,-36.59928
Red Beach East,174.70548,-36.60546
Red Beach East,174.7066,-36.60797
Red Beach East,174.70453,-36.60786
Red Beach East,174.70459,-36.60409
Red Beach East,174.70658,-36.60824
Red Beach East,174.70465,-36.60857
Red Beach East,174.71068,-36.60888
Red Beach East,174.70374,-36.60338
Red Beach East,174.69697,-36.60479
Red Beach East,174.70631,-36.60579
Red Beach East,174.70002,-36.60744
Red Beach East,174.7069,-36.60831
Red Beach East,174.70706,-36.60935
Red Beach East,174.70114,-36.6022
Red Beach East,174.70468,-36.60333
Red Beach East,174.71069,-36.60994
