2013 area unit name,WGS84 longitude of a sample point in the area unit,WGS84 latitude of sample point
Haywards-Manor Park,174.98229,-41.14851
Haywards-Manor Park,174.96886,-41.15679
Haywards-Manor Park,174.98379,-41.1514
Haywards-Manor Park,174.98195,-41.14727
Haywards-Manor Park,174.96869,-41.16206
Haywards-Manor Park,174.97345,-41.15949
Haywards-Manor Park,174.98248,-41.14699
Haywards-Manor Park,174.97077,-41.14444
Haywards-Manor Park,174.97806,-41.14926
Haywards-Manor Park,174.98229,-41.14181
Haywards-Manor Park,174.97973,-41.1498
Haywards-Manor Park,174.97405,-41.13488
Haywards-Manor Park,174.97828,-41.1494
Haywards-Manor Park,174.97595,-41.1546
Haywards-Manor Park,174.98772,-41.14392
Haywards-Manor Park,174.97523,-41.16031
Haywards-Manor Park,174.97705,-41.15429
Haywards-Manor Park,174.9721,-41.15588
Haywards-Manor Park,174.97732,-41.15536
Haywards-Manor Park,174.97702,-41.1566
Haywards-Manor Park,174.9706,-41.14767
Haywards-Manor Park,174.98197,-41.1444
Haywards-Manor Park,174.97522,-41.13602
Haywards-Manor Park,174.96787,-41.16313
Haywards-Manor Park,174.9761,-41.14285
Haywards-Manor Park,174.99227,-41.14611
Haywards-Manor Park,174.97892,-41.14452
Haywards-Manor Park,174.98113,-41.14707
Haywards-Manor Park,174.98468,-41.14394
Haywards-Manor Park,174.98667,-41.14406
Haywards-Manor Park,174.9812,-41.1568
Haywards-Manor Park,174.97495,-41.14501
Haywards-Manor Park,174.97446,-41.14029
Haywards-Manor Park,174.97449,-41.14453
Haywards-Manor Park,174.99117,-41.14672
Haywards-Manor Park,174.96604,-41.14957
Haywards-Manor Park,174.97013,-41.15621
Haywards-Manor Park,174.98651,-41.14798
Haywards-Manor Park,174.97124,-41.14288
Haywards-Manor Park,174.98484,-41.15138
Haywards-Manor Park,174.97759,-41.15617
Haywards-Manor Park,174.964,-41.15219
Haywards-Manor Park,174.96096,-41.15035
Haywards-Manor Park,174.97574,-41.15495
Haywards-Manor Park,174.96062,-41.14913
Haywards-Manor Park,174.97561,-41.15303
Haywards-Manor Park,174.99098,-41.14632
Haywards-Manor Park,174.97987,-41.15978
Haywards-Manor Park,174.97218,-41.15527
Haywards-Manor Park,174.97702,-41.1501
Haywards-Manor Park,174.98537,-41.14659
Haywards-Manor Park,174.97132,-41.14984
Seatoun Tunnel West,174.82157,-41.32417
Seatoun Tunnel West,174.82148,-41.32385
Seatoun Tunnel West,174.82533,-41.32186
Seatoun Tunnel West,174.82609,-41.32319
Seatoun Tunnel West,174.81999,-41.32273
Seatoun Tunnel West,174.81848,-41.32453
Seatoun Tunnel West,174.82016,-41.32179
Seatoun Tunnel West,174.82547,-41.32375
Seatoun Tunnel West,174.81968,-41.32428
Seatoun Tunnel West,174.82588,-41.32291
Seatoun Tunnel West,174.82356,-41.32138
Seatoun Tunnel West,174.82286,-41.324
Seatoun Tunnel West,174.8213,-41.32342
Seatoun Tunnel West,174.8203,-41.32342
Seatoun Tunnel West,174.82398,-41.32367
Seatoun Tunnel West,174.81912,-41.32481
Seatoun Tunnel West,174.81958,-41.32377
Seatoun Tunnel West,174.82418,-41.32308
Seatoun Tunnel West,174.82316,-41.32316
Seatoun Tunnel West,174.81891,-41.3248
Seatoun Tunnel West,174.82491,-41.32371
Seatoun Tunnel West,174.82118,-41.32233
Seatoun Tunnel West,174.82054,-41.32395
Seatoun Tunnel West,174.82003,-41.3225
Seatoun Tunnel West,174.82138,-41.32373
Seatoun Tunnel West,174.82467,-41.3227
Seatoun Tunnel West,174.82606,-41.32343
Seatoun Tunnel West,174.8225,-41.32258
Seatoun Tunnel West,174.82081,-41.32371
Seatoun Tunnel West,174.825,-41.32351
Seatoun Tunnel West,174.82267,-41.32181
Seatoun Tunnel West,174.82095,-41.32393
Seatoun Tunnel West,174.82155,-41.3224
Seatoun Tunnel West,174.82357,-41.32238
Seatoun Tunnel West,174.82432,-41.32387
Seatoun Tunnel West,174.82321,-41.32238
Seatoun Tunnel West,174.82538,-41.32338
Seatoun Tunnel West,174.82444,-41.32374
Seatoun Tunnel West,174.82398,-41.32174
Seatoun Tunnel West,174.81992,-41.32431
Seatoun Tunnel West,174.82425,-41.32388
Seatoun Tunnel West,174.8236,-41.3235
Seatoun Tunnel West,174.82729,-41.32385
Seatoun Tunnel West,174.81957,-41.32444
Seatoun Tunnel West,174.8244,-41.32286
Seatoun Tunnel West,174.82332,-41.3224
Seatoun Tunnel West,174.82695,-41.32421
Seatoun Tunnel West,174.82681,-41.32397
Seatoun Tunnel West,174.82396,-41.3215
Seatoun Tunnel West,174.82389,-41.32407
Seatoun Tunnel West,174.82165,-41.32248
Seatoun Tunnel West,174.82061,-41.32449
Seatoun Tunnel West,174.81909,-41.32472
Seatoun Tunnel West,174.82511,-41.32396
Seatoun Tunnel West,174.82427,-41.32392
Seatoun Tunnel West,174.82392,-41.32152
Seatoun Tunnel West,174.82603,-41.32386
Seatoun Tunnel West,174.82497,-41.32252
Seatoun Tunnel West,174.82243,-41.32185
Seatoun Tunnel West,174.82283,-41.32133
Seatoun Tunnel West,174.82463,-41.32408
Seatoun Tunnel West,174.81878,-41.32399
Seatoun Tunnel West,174.82433,-41.32281
Seatoun Tunnel West,174.82178,-41.32331
Seatoun Tunnel West,174.81943,-41.32443
Seatoun Tunnel West,174.82309,-41.32344
Seatoun Tunnel West,174.82169,-41.3241
Seatoun Tunnel West,174.82537,-41.32271
Seatoun Tunnel West,174.82002,-41.3226
Seatoun Tunnel West,174.82013,-41.32416
Seatoun Tunnel West,174.82682,-41.32363
Seatoun Tunnel West,174.82145,-41.32276
Seatoun Tunnel West,174.8257,-41.32242
Seatoun Tunnel West,174.82724,-41.3234
Seatoun Tunnel West,174.82232,-41.32188
Seatoun Tunnel West,174.8235,-41.32287
Seatoun Tunnel West,174.82151,-41.32319
Seatoun Tunnel West,174.82394,-41.3239
Seatoun Tunnel West,174.82607,-41.32351
Seatoun Tunnel West,174.8253,-41.32397
Seatoun Tunnel West,174.82161,-41.32265
Seatoun Tunnel West,174.8187,-41.32428
Seatoun Tunnel West,174.8211,-41.3218
Seatoun Tunnel West,174.82372,-41.32129
Seatoun Tunnel West,174.82388,-41.32318
Seatoun Tunnel West,174.82329,-41.32224
Seatoun Tunnel West,174.82017,-41.32325
Seatoun Tunnel West,174.82162,-41.32283
Seatoun Tunnel West,174.82229,-41.32278
Seatoun Tunnel West,174.82639,-41.32415
Seatoun Tunnel West,174.82141,-41.32398
Seatoun Tunnel West,174.82253,-41.3231
Seatoun Tunnel West,174.82089,-41.32328
Seatoun Tunnel West,174.82045,-41.32238
Seatoun Tunnel West,174.82656,-41.32392
Seatoun Tunnel West,174.82311,-41.32184
Seatoun Tunnel West,174.82475,-41.3241
